OS; CVE; PUBLIC_DATE; AUTHENTICATION; COMPLEXITY; VECTOR; CVSS; CWE; AVAILABILITY; CONFIDENTIALITY; INTEGRITY; SUMMARY;
Windows; CVE-2015-6135; 2015-12-09 06:59:19.823000; NONE; LOW; NETWORK; 5.0;CWE-200;NONE;PARTIAL;NONE;The Microsoft (1) VBScript 5.7 and 5.8 and (2) JScript 5.7 and 5.8 engines, as used in Internet Explorer 8 through 11 and other products, allow remote attackers to obtain sensitive information from process memory via a crafted web site, aka "Scripting Engine Information Disclosure Vulnerability.";
Windows; CVE-2015-6089; 2015-11-11 07:59:29.820000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;The Microsoft (1) VBScript and (2) JScript engines, as used in Internet Explorer 8 through 11, allow remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Scripting Engine Memory Corruption Vulnerability.";
Windows; CVE-2015-6087; 2015-11-11 07:59:28.070000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 7 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability," a different vulnerability than CVE-2015-6066, CVE-2015-6070, CVE-2015-6071, CVE-2015-6074, and CVE-2015-6076.;
Windows; CVE-2015-6083; 2015-12-09 06:59:02.107000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 8 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability," a different vulnerability than CVE-2015-6151.;
Windows; CVE-2015-6081; 2015-11-11 07:59:23.223000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 8 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability," a different vulnerability than CVE-2015-6069.;
Windows; CVE-2015-6076; 2015-11-11 07:59:18.330000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 7 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability," a different vulnerability than CVE-2015-6066, CVE-2015-6070, CVE-2015-6071, CVE-2015-6074, and CVE-2015-6087.;
Windows; CVE-2015-6074; 2015-11-11 07:59:16.457000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 7 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability," a different vulnerability than CVE-2015-6066, CVE-2015-6070, CVE-2015-6071, CVE-2015-6076, and CVE-2015-6087.;
Windows; CVE-2015-6071; 2015-11-11 07:59:13.453000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 7 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability," a different vulnerability than CVE-2015-6066, CVE-2015-6070, CVE-2015-6074, CVE-2015-6076, and CVE-2015-6087.;
Windows; CVE-2015-6070; 2015-11-11 06:59:54.047000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 7 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability," a different vulnerability than CVE-2015-6066, CVE-2015-6071, CVE-2015-6074, CVE-2015-6076, and CVE-2015-6087.;
Windows; CVE-2015-6069; 2015-11-11 06:59:52.543000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 8 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability," a different vulnerability than CVE-2015-6081.;
Windows; CVE-2015-6066; 2015-11-11 06:59:37.853000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 7 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability," a different vulnerability than CVE-2015-6070, CVE-2015-6071, CVE-2015-6074, CVE-2015-6076, and CVE-2015-6087.;
Windows; CVE-2015-6059; 2015-10-13 21:59:29.403000; NONE; MEDIUM; NETWORK; 4.3;CWE-200;NONE;PARTIAL;NONE;The Microsoft (1) VBScript 5.7 and 5.8 and (2) JScript 5.7 and 5.8 engines, as used in Internet Explorer 8 through 11 and other products, allow remote attackers to obtain sensitive information from process memory via a crafted web site, aka "Scripting Engine Information Disclosure Vulnerability.";
Windows; CVE-2015-6055; 2015-10-13 21:59:25.670000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;The Microsoft (1) VBScript 5.7 and 5.8 and (2) JScript 5.7 and 5.8 engines, as used in Internet Explorer 8 through 11 and other products, allow remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via crafted Filter arguments, aka "Scripting Engine Memory Corruption Vulnerability.";
Windows; CVE-2015-6052; 2015-10-13 21:59:23.827000; NONE; MEDIUM; NETWORK; 4.3;CWE-200;NONE;PARTIAL;NONE;The Microsoft (1) VBScript 5.7 and 5.8 and (2) JScript 5.7 and 5.8 engines, as used in Internet Explorer 8 through 11 and other products, allow remote attackers to bypass the ASLR protection mechanism via a crafted web site, aka "VBScript and JScript ASLR Bypass.";
Windows; CVE-2015-6049; 2015-10-13 21:59:21.123000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 7 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability," a different vulnerability than CVE-2015-6048.;
Windows; CVE-2015-6048; 2015-10-13 21:59:20.107000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 7 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability," a different vulnerability than CVE-2015-6049.;
Windows; CVE-2015-6047; 2015-10-13 21:59:19.093000; NONE; MEDIUM; NETWORK; 6.8;CWE-264;PARTIAL;PARTIAL;PARTIAL;The broker EditWith feature in Microsoft Internet Explorer 8 through 11 allows remote attackers to bypass the AppContainer protection mechanism and gain privileges via a DelegateExecute launch of an arbitrary application, as demonstrated by a transition from Low Integrity to Medium Integrity, aka "Internet Explorer Elevation of Privilege Vulnerability.";
Windows; CVE-2015-6044; 2015-10-13 21:59:17.170000; NONE; MEDIUM; NETWORK; 6.8;CWE-264;PARTIAL;PARTIAL;PARTIAL;Microsoft Internet Explorer 8 allows remote attackers to gain privileges via a crafted web site, as demonstrated by a transition from Low Integrity to Medium Integrity, aka "Internet Explorer Elevation of Privilege Vulnerability.";
Windows; CVE-2015-2502; 2015-08-19 06:59:00.090000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 7 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Memory Corruption Vulnerability," as exploited in the wild in August 2015.;
Windows; CVE-2015-2500; 2015-09-08 20:59:15.287000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 7 and 8 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Memory Corruption Vulnerability.";
Windows; CVE-2015-2499; 2015-09-08 20:59:14.363000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 7 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Memory Corruption Vulnerability," a different vulnerability than CVE-2015-2486, CVE-2015-2487, CVE-2015-2490, CVE-2015-2492, CVE-2015-2494, and CVE-2015-2498.;
Windows; CVE-2015-2498; 2015-09-08 20:59:13.350000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 7 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Memory Corruption Vulnerability," a different vulnerability than CVE-2015-2486, CVE-2015-2487, CVE-2015-2490, CVE-2015-2492, CVE-2015-2494, and CVE-2015-2499.;
Windows; CVE-2015-2494; 2015-09-08 20:59:12.397000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 7 through 11 and Microsoft Edge allow remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Memory Corruption Vulnerability," a different vulnerability than CVE-2015-2486, CVE-2015-2487, CVE-2015-2490, CVE-2015-2492, CVE-2015-2498, and CVE-2015-2499.;
Windows; CVE-2015-2493; 2015-09-08 20:59:11.317000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;The (1) VBScript and (2) JScript engines in Microsoft Internet Explorer 8 allow remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Scripting Engine Memory Corruption Vulnerability.";
Windows; CVE-2015-2492; 2015-09-08 20:59:10.287000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 7 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Memory Corruption Vulnerability," a different vulnerability than CVE-2015-2486, CVE-2015-2487, CVE-2015-2490, CVE-2015-2494, CVE-2015-2498, and CVE-2015-2499.;
Windows; CVE-2015-2490; 2015-09-08 20:59:08.193000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 7 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Memory Corruption Vulnerability," a different vulnerability than CVE-2015-2486, CVE-2015-2487, CVE-2015-2492, CVE-2015-2494, CVE-2015-2498, and CVE-2015-2499.;
Windows; CVE-2015-2487; 2015-09-08 20:59:05.897000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 7 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Memory Corruption Vulnerability," a different vulnerability than CVE-2015-2486, CVE-2015-2490, CVE-2015-2492, CVE-2015-2494, CVE-2015-2498, and CVE-2015-2499.;
Windows; CVE-2015-2486; 2015-09-08 20:59:04.787000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 7 through 11 and Microsoft Edge allow remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Memory Corruption Vulnerability," a different vulnerability than CVE-2015-2487, CVE-2015-2490, CVE-2015-2492, CVE-2015-2494, CVE-2015-2498, and CVE-2015-2499.;
Windows; CVE-2015-2482; 2015-10-13 21:59:00.107000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;The Microsoft (1) VBScript 5.7 and 5.8 and (2) JScript 5.7 and 5.8 engines, as used in Internet Explorer 8 through 11 and other products, allow remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted replace operation with a JavaScript regular expression, aka "Scripting Engine Memory Corruption Vulnerability.";
Windows; CVE-2015-2452; 2015-08-14 06:59:11.597000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 7 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Memory Corruption Vulnerability," a different vulnerability than CVE-2015-2441.;
Windows; CVE-2015-2449; 2015-08-14 06:59:08.707000; NONE; MEDIUM; NETWORK; 4.3;CWE-200;NONE;PARTIAL;NONE;Microsoft Internet Explorer 7 through 11 and Edge allow remote attackers to bypass the ASLR protection mechanism via a crafted web site, aka "ASLR Bypass.";
Windows; CVE-2015-2444; 2015-08-14 06:59:03.330000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 8 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Memory Corruption Vulnerability," a different vulnerability than CVE-2015-2442.;
Windows; CVE-2015-2442; 2015-08-14 06:59:01.237000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 8 through 11 and Edge allow remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Memory Corruption Vulnerability," a different vulnerability than CVE-2015-2444.;
Windows; CVE-2015-2441; 2015-08-14 06:59:00.113000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 7 through 11 and Edge allow remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Memory Corruption Vulnerability," a different vulnerability than CVE-2015-2452.;
Windows; CVE-2015-2423; 2015-08-14 20:59:03.670000; NONE; MEDIUM; NETWORK; 4.3;CWE-200;NONE;PARTIAL;NONE;Microsoft Windows Vista SP2, Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8, Windows 8.1, Windows Server 2012 Gold and R2, Windows RT Gold and 8.1, Windows 10, Excel 2007 SP3, PowerPoint 2007 SP3, Visio 2007 SP3, Word 2007 SP3, Office 2010 SP2, Excel 2010 SP2, PowerPoint 2010 SP2, Visio 2010 SP2, Word 2010 SP2, Excel 2013 SP1, PowerPoint 2013 SP1, Visio 2013 SP1, Word 2013 SP1, Excel 2013 RT SP1, PowerPoint 2013 RT SP1, Visio 2013 RT SP1, Word 2013 RT SP1, and Internet Explorer 7 through 11 allow remote attackers to gain privileges and obtain sensitive information via a crafted command-line parameter to an Office application or Notepad, as demonstrated by a transition from Low Integrity to Medium Integrity, aka "Unsafe Command Line Parameter Passing Vulnerability.";
Windows; CVE-2015-2422; 2015-07-14 17:59:35.110000; NONE; MEDIUM; NETWORK; 9.3;CWE-119;COMPLETE;COMPLETE;COMPLETE;Microsoft Internet Explorer 6 through 11 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka "Internet Explorer Memory Corruption Vulnerability," a different vulnerability than CVE-2015-2385, CVE-2015-2390, CVE-2015-2397, CVE-2015-2404, and CVE-2015-2406.;
Windows; CVE-2015-2421; 2015-07-14 17:59:34.157000; NONE; MEDIUM; NETWORK; 4.3;CWE-200;NONE;PARTIAL;NONE;Microsoft Internet Explorer 6 through 11 allows remote attackers to bypass the ASLR protection mechanism via a crafted web site, aka "Internet Explorer ASLR Bypass.";
Windows; CVE-2015-2414; 2015-07-14 17:59:31.720000; NONE; MEDIUM; NETWORK; 4.3;CWE-200;NONE;PARTIAL;NONE;Microsoft Internet Explorer 8 through 11 allows remote attackers to obtain sensitive browsing-history information via vectors related to image caching, aka "Internet Explorer Information Disclosure Vulnerability.";
Windows; CVE-2015-2413; 2015-07-14 17:59:30.940000; NONE; MEDIUM; NETWORK; 4.3;CWE-200;NONE;PARTIAL;NONE;Microsoft Internet Explorer 6 through 11 allows remote attackers to determine the existence of local files via a crafted module-resource request, aka "Internet Explorer Information Disclosure Vulnerability.";
